experiment,seed,requester_rrid,address,length,operation,M4_config,REF_config,enable,configured,M4_result,REF_result,same,difference_classification,explanation
DIFF-0540,540,1,0x20000588,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0541,541,1,0x20000a10,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0542,542,2,0x2000004c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0543,543,1,0x20000fd4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0544,544,2,0x20000558,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0545,545,2,0x200008c8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0546,546,2,0x20000fd8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0547,547,1,0x20000bbc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0548,548,2,0x20000e1c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0549,549,2,0x200007e8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0550,550,1,0x200002c8,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0551,551,2,0x20000b38,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0552,552,2,0x20000474,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0553,553,2,0x20000b38,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0554,554,1,0x2000095c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0555,555,2,0x2000030c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0556,556,1,0x200008dc,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0557,557,1,0x200007fc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0558,558,1,0x20000c90,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0559,559,1,0x20000e74,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0560,560,2,0x200008e4,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0561,561,2,0x20000f9c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0562,562,2,0x20000ea8,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0563,563,2,0x20000cb8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0564,564,1,0x20000910,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0565,565,1,0x20000afc,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0566,566,2,0x20000eb4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0567,567,1,0x20000db0,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0568,568,1,0x20000514,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0569,569,2,0x20000b88,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0570,570,2,0x20000cac,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0571,571,2,0x20000dbc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0572,572,2,0x20000f40,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0573,573,1,0x20000040,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0574,574,2,0x20000d80,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0575,575,1,0x200002d8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0576,576,1,0x20000990,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0577,577,2,0x20000490,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0578,578,2,0x20000b3c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0579,579,2,0x20000d2c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0580,580,1,0x20000334,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0581,581,2,0x20000dbc,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0582,582,1,0x2000091c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0583,583,2,0x200009a4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0584,584,1,0x200001bc,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0585,585,2,0x20000c58,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0586,586,1,0x20000060,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0587,587,2,0x20000d74,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0588,588,2,0x20000254,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0589,589,1,0x200001ec,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0590,590,1,0x20000d48,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0591,591,2,0x200004e0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0592,592,1,0x200004f8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0593,593,1,0x2000021c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0594,594,2,0x200007d0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0595,595,1,0x200009e4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0596,596,2,0x20000064,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0597,597,2,0x20000b18,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0598,598,2,0x20000554,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0599,599,2,0x200003c4,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0600,600,1,0x200008b4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0601,601,1,0x20000274,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0602,602,1,0x20000554,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0603,603,1,0x200003b0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0604,604,1,0x200007d0,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0605,605,2,0x20000120,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0606,606,2,0x20000d68,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0607,607,2,0x2000027c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0608,608,1,0x200001ac,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0609,609,2,0x20000234,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0610,610,2,0x200009f0,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0611,611,1,0x200009b8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0612,612,1,0x20000fc8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0613,613,2,0x200007d8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0614,614,1,0x2000004c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0615,615,1,0x200009d4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0616,616,1,0x200001e8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0617,617,1,0x20000164,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0618,618,2,0x20000be8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0619,619,1,0x20000c9c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0620,620,1,0x20000790,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0621,621,2,0x20000a70,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0622,622,1,0x2000037c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0623,623,1,0x20000b74,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0624,624,1,0x20000878,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0625,625,1,0x200009bc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0626,626,2,0x20000a7c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0627,627,2,0x20000190,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0628,628,1,0x200000fc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0629,629,2,0x200007fc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0630,630,2,0x200001f8,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0631,631,2,0x20000cd0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0632,632,2,0x20000848,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0633,633,1,0x20000650,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0634,634,1,0x20000a9c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0635,635,1,0x20000ddc,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0636,636,1,0x20000da4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0637,637,1,0x200004c0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0638,638,1,0x20000d2c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0639,639,1,0x20000c40,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0640,640,2,0x2000009c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0641,641,2,0x20000f80,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0642,642,1,0x200000d4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0643,643,2,0x200001dc,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0644,644,1,0x20000770,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0645,645,1,0x20000884,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0646,646,2,0x20000704,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0647,647,2,0x2000058c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0648,648,2,0x200000e4,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0649,649,1,0x2000048c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0650,650,1,0x20000fc0,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0651,651,1,0x200001cc,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0652,652,1,0x20000670,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0653,653,1,0x20000a58,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0654,654,2,0x2000038c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0655,655,2,0x20000bf4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0656,656,2,0x20000ac4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0657,657,1,0x20000f94,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0658,658,1,0x20000b68,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0659,659,1,0x2000096c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0660,660,2,0x20000c84,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0661,661,2,0x200005d0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0662,662,2,0x20000710,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0663,663,1,0x20000a98,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0664,664,1,0x2000055c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0665,665,2,0x20000abc,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0666,666,1,0x20000834,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0667,667,2,0x20000e04,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0668,668,2,0x20000fc4,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0669,669,1,0x20000f54,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0670,670,1,0x20000734,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0671,671,2,0x20000a30,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0672,672,1,0x20000524,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0673,673,1,0x200002f8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0674,674,2,0x20000dcc,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0675,675,1,0x20000504,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0676,676,2,0x2000087c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0677,677,1,0x20000c90,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0678,678,2,0x20000b88,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0679,679,2,0x20000f5c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0680,680,1,0x2000029c,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0681,681,2,0x20000878,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0682,682,1,0x20000bd0,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0683,683,1,0x20000898,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0684,684,1,0x20000318,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0685,685,1,0x20000744,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0686,686,2,0x20000d64,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0687,687,2,0x20000788,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0688,688,2,0x200004b4,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0689,689,1,0x200006c4,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0690,690,1,0x20000dec,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0691,691,1,0x20000a38,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0692,692,2,0x20000c68,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0693,693,1,0x20000ea8,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0694,694,1,0x20000d6c,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0695,695,1,0x20000334,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0696,696,1,0x20000924,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0697,697,2,0x20000870,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0698,698,2,0x200008d0,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0699,699,2,0x20000ca8,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0700,700,1,0x20000f34,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0701,701,2,0x200009b0,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0702,702,2,0x20000748,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0703,703,1,0x2000089c,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0704,704,2,0x20000e20,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0705,705,2,0x20000bf4,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0706,706,1,0x200009f4,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0707,707,1,0x200000ec,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0708,708,1,0x2000010c,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0709,709,2,0x20000ed8,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0710,710,2,0x200000f8,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0711,711,1,0x20000f2c,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0712,712,1,0x20000844,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0713,713,2,0x20000c5c,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0714,714,2,0x20000714,4,write,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0715,715,2,0x20000d18,4,write,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0716,716,2,0x20000048,4,read,C1,REF-C0,False,False,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0717,717,1,0x20000728,4,read,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0718,718,1,0x200008cc,4,read,C1,REF-C1,True,False,DENY,DENY,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
DIFF-0719,719,1,0x20000eec,4,write,C1,REF-C1,True,True,ALLOW,ALLOW,True,EXPECTED_EQUIVALENCE,same ALLOW/DENY
